Restaurant Name,Author,Review
Hen House American BBQ and Smoke Pit,Cleven Vasquez Arquero,The staff are very accommodating!!! Highly Recommended ????
Hen House American BBQ and Smoke Pit,mejaluca cabrera,"I love this restaurant..they have the biggest and huge burger I've ever seen,its perfect..taste everything you guys must come and try it i ordered ""crowd pleaser"" try this one."
Hen House American BBQ and Smoke Pit,Eman Peneira,Meat was tender but they overdid the marinade - too sweet
Lato Coffee and Restaurant,edna beth abis,Service: Dine in Meal type: Lunch Price per person: ?400600 Food: 3 Service: 4 Atmosphere: 5
Lato Coffee and Restaurant,Raff Metho Palma,Food: 5 Service: 5 Atmosphere: 5
Lato Coffee and Restaurant,marifi christine Matsumoto,A very cozzy and affordable place to dine.
Lato Coffee and Restaurant,riven gabuco,"Good food + plus best Baywalk view = Best for early morning breakfast Price per person: ?600800 Food: 4 Service: 4 Atmosphere: 4 Recommended dishes: Coffee Dripper, Tortang Talong, Longsilog Parking space Plenty of parking Parking options Free parking lot"
Lato Coffee and Restaurant,Mary Ann LaagANN Ganzon,Service: Dine in Meal type: Lunch Price per person: ?200400 Food: 5 Service: 5 Atmosphere: 5 Parking space: Plenty of parking Parking options Free parking lot
Lato Coffee and Restaurant,Joel Gecalao,Meal type: Dinner Price per person: ?200400 Recommended dishes: Beef Bulalo
Lato Coffee and Restaurant,Martina Vanurová Predotová,"I higly recommended this lovely place. The best coffe in Philipines! Tasted strong, well prepared. And the food is amazing. Soooo great. We get fresh lumpia and very well mushroom beef. The WiFi is fast, prices are effordable. Can I get you 6*? Thank you very much for nice expirience with lovely view in on the Bay! Food: 5 Service: 5 Atmosphere: 5"
Lato Coffee and Restaurant,Nikko Sobreviñas,Service: Dine in Meal type: Breakfast Price per person: ?1200 Food: 3 Service: 4 Atmosphere: 4
Lato Coffee and Restaurant,Marya Dela Torre,I absolutely loove the beach front location and food is affordable! Food: 5 Service: 5 Atmosphere: 5
Lato Coffee and Restaurant,yosef persov,"One of the best places in Puerto Princesa Meal type: Breakfast Price per person: ?1,0001,200 Food: 5 Service: 5 Atmosphere: 5"
Lato Coffee and Restaurant,Earl Jan Cadungog,Food: 5 Service: 5 Atmosphere: 5
Lato Coffee and Restaurant,Gregory Walter Feagans,Great place right next to Baywalk- open air setting- the harbor is right here also. Excellent foods- friendly staff- very clean. I go here to eat 1 to 2 times a week- IT IS WORTH IT! PEACE Service: Dine in Food: 5 Service: 5 Atmosphere: 5
Lato Coffee and Restaurant,Lay San,Americano was too strong for me but my friend liked hers. Nice place to sit down and enjoy the view. Bfast was okay. Food: 4 Service: 4 Atmosphere: 5
Lato Coffee and Restaurant,Joe Blakeman,Very good coffee and milkshakes with tasty food. In a nice chill setting Service: Dine in Meal type: Lunch Price per person: ?400600
Lato Coffee and Restaurant,Kenny McGuire,"The images just show me with a cookies and cream coffee-free shake but we also ate here. The drinks were really excellent and there is free service water which is very welcome when there's so much sugary spray cream in your drink. However the food was not quite such a high standard. It was sufficiently decent to feed us fairly well but it's not why I would go here. The view is lovely, the scenario by the water is nice, the drinks are very good and the servers are professional and friendly. It's very good, but it's a bit overpriced and their food generally could be better for what we paid for it. Service: Dine in Meal type: Brunch Price per person: ?400600 Food: 4 Service: 5 Atmosphere: 4"
Lato Coffee and Restaurant,Concepcion Cabiles,Food: 5 Service: 5 Atmosphere: 5
Lato Coffee and Restaurant,Pearl Anne Melody Mancao,"Good food with a very nice view Service: Dine in Meal type: Lunch Price per person: ?200400 Recommended dishes: Iced Latte with Salted Caramel, Seafood Marinara, Tortang Talong"
Lato Coffee and Restaurant,Sannyel Martisano,"I've been here a few times and tried ordering in Food Panda (delivery guy hasn't picked up my order for almost an hour), so I had to wait for like an hour and a half. I was gonna complain by trying to call their phone number here (but it's says wrong number), so I suggest maybe next time try to put the correct number for future use. Anyway, I'm glad that a guy (from Lato) called me explaining what the problem is regarding the picked up. Overall, I'm very satisfied - I ordered Bangsilog (without egg), so they put some fried banana instead (really nice). Mocha is super good as well (my request was granted - xtra hot, go, go, go!). Hahahaha. Thank you, Lato! Gow! Service: Delivery Meal type: Brunch Price per person: ?200400 Food: 5 Service: 5 Atmosphere: 5 Recommended dishes: Sweet Chili Shrimp, Chopseuy, Adobong Pusit"
Lato Coffee and Restaurant,Rafael Cali,Food: 5 Service: 5 Atmosphere: 5
