Hotel Name,Author,Country,Review
The Funny Lion - Coron,Calvin, Philippines,"Liked · Breakfast was great, staff has initiative and was really friendly. The room was better than we expected."
The Funny Lion - Coron,Fretzie, Switzerland,"Liked · The goodies and the excellent service

Disliked · They didnt response back when I messaged them regarding pick up and drop off. I think they are not active in this app that much than in trip advisor."
The Funny Lion - Coron,Glenncurwen, Australia,"Liked · Fantastic stay at the funny lion,had room near a more private pool area,Maya room, excellently fitted out room, luxurious bed and bedding,pool great, breakfast good, location good easy access to shop and transport outside on road, rooftop bar and restaurant with view,the staff superb and attentive to your needs,customer service is amazing,on arrival in room gifts laying on bed, free afternoon snacks at the restaurant,daily treat brought to your room and refrigerator restocked free, souvenir bracelet on departure,tours organised at reception a must see and do especially twin lagoon, kayangan Lake, barracuda lake etc tour all day with delicious lunch, enjoy"
The Funny Lion - Coron,Radhika, United States of America,"Liked · Nice relaxed vibe, resort staff is very friendly and attentive. We spent some days on tours and other days just enjoying the resort."
The Funny Lion - Coron,Laurabeltran30, Spain,"Liked · The architectural modern style, the decoration, very quiet and relax, very nice staff and great quality food. Amazing view from the rooftop with jacuzzi..."
The Funny Lion - Coron,Ionut, Romania,"Liked · Everything was excellent. I recommend it with all my heart. From the helpful staff and cleanliness of the room and the service , all was amazing. Don t forget to try their signatures cocktail on the happy hours, they were very good."
The Funny Lion - Coron,Barrientos-knapp, United States of America,"Liked · The Funny Lion was a last minute booking when our El Nido flights got cancelled. So we came to Coron four days earlier than we planned. This was literally booked one day in advance. And we lucked out. What we loved especially was the hospitality! The staff was EXCEPTIONAL. Jen at the front desk was super lovely and helpful to us. This place is geared toward adults, but even our kids (15, 8) loved it here. They agree that the staff was wonderful! Everyday they gave complimentary snacks in the afternoon. And complimentary juices and fruit. Large refillable water bottles as well. Our kids got the Cub room that can sleep three, overlooking the more shallow pool (with jacuzzi) My husband and I got the Mara room which is next to their deeper pool in a more quiet spot of the hotel. It was the best room, so relaxing. Good wifi!! Very clean. Rooftop bar with two jacuzzis! Saturdays they have a buffet dinner with a lovely band. We cannot say enough great things about this place."
The Funny Lion - Coron,Aldridge, United Kingdom,"Liked · The staff were wonderful people who really took care of us. There were so many small touches that all added up to make such a difference - the offer to take our bags, the complimentary water and snacks by the pool, complimentary drinks on rainy days, engagement from staff, recommendations on activities or places, and so much more! The food in the restaurant was delicious and good value for money. The Massages were excellent. I could go on.

Disliked · We had 2 vegetarians in our group, who struggled to find very much that was suitable to them which was unfortunate"
The Funny Lion - Coron,Lutchie, United Kingdom,"Liked · Staff

Disliked · Food at the restaurant is expensive. Recommend eating outside."
The Funny Lion - Coron,Juliet, United Kingdom,"Liked · The Funny Lion was a warm and welcoming oasis just outside the hustle and bustle of Coron town. The staff were incredibly helpful and went above and beyond assisting us with your bookings and transfers. We felt very valued here. We also loved the live music evening and made frequent trips to the spa for massages which were the best weve ever had.

Disliked · We really enjoyed the food at The Funny Lion but we didnt like the taste of the oil used for deep drying - it gave the fries a coconut flavour."
The Funny Lion - Coron,Peter, United States of America,"Liked · Wonderful property with the highlight being the staff - shout outs to Ian and Chris Kim and Jay! My wife and I stayed here for a week and couldnt get the entire week off work so we had a bit of a workcation and the first room we were in didnt have the best internet (the speeds were fine but not very stable) and they were kind enough to upgrade us to a villa and we had great internet/wifi connection the rest of our stay! So if you need to work during your stay, you should opt to pay for villa
The breakfast was included each morning and was a great buffet style that alternated each day and everything was pretty delicious. I enjoyed the coffee a lot which I think was a local brew. The roof top bar had great pizza and a beautiful view with two jacuzzis to relax in - the drinks were also fantastic and all the cocktails were tasty, and the bartender knew what I meant when I asked for less sweet, they delivered (no pun!) Speak of, room service from the restaurant was very good and I enjoyed the burger a lot.
Would definitely stay here again if/when were back in Coron!

Disliked · Not many complaints - the wifi was challenging at first but the staff was so accommodating and wonderful to upgrade us to a villa to have a better connection. We did have to ask a few time for certain housekeeping requests - like our sheets changed rather than made over but very minor inconveniences in an overall wonderful stay."
The Funny Lion - Coron,Ken, Canada,"Liked · Breakfast was great, a lot of options to choose from and the staff always greet you with a smile."
Munting Paraiso,Acwatt, France,"Liked · The staff is very friendly and super attentive to your comfort, the owner is very sweet also ????
The room is spacious with very nice decoration, you feel like in paradise with the big shower and very silent ac ??
The garden is like heaven, silent place very very nice
If I could put more than 10 I'll do it, Im more than happy of this hôtel its very Paraiso ??????
The swimming pool is also very goood
The food and the service are more than good, the food is very tasty
I'll come back for sure ??????
Salamat Po for this paradise place"
Munting Paraiso,Peake, United Kingdom,"Liked · Setting and location was brilliant.
Staff were really friendly.

Disliked · Air conditioning unit could of been in a better position, in the room as was very warm during the night to try sleep."
Munting Paraiso,Maksim, Estonia,"Liked · Nice cottage with terrace and hammock
Friendly staff. Greeted with welcome drink, organized airport tranfer (300 pesos one way)- nice big van, perfectly on time.
Good and reasonably priced food in on site restaurant.

Disliked · Wifi connection is slow, signal unstable-on and off.
Soundproof is not good- could hear all neighbours talks on their terraces.
Pool has great hanging chairs over the water but water itself is not clean at all- it was not circulating and looked like a soup. Decided to skip swimming.
Lots of mosquitos outside, so could not spend much fime on the terrace, which looks comfy and really nice."
Munting Paraiso,Ingrid, Belgium,"Liked · The people , it was very quite and only 300m from the Prestine beach. There were only some local people swimming and some fisherman getting ready to go fishing so not touristy at all. I loved it. The foid in the restaurant was excellent food.

Disliked · It was a bit far ( 3 KM) from the center so in the evening there was nothing to do.
The WiFi in the room was very unstable. You needed to stay outside in order not to be interrupted."
Munting Paraiso,Amr, Qatar,Liked · Stayed for one night to travel back to Cebu and all was good and friendly staff
Munting Paraiso,Justine, United Kingdom,"Liked · The hotel really exceeded our expectations. They offered airport pickup and drop off 300 pesos each way which was a really good price and also convenient as it was our first time in Puerto Princesa/Palawan. The driver was easy to find in the airport arrivals area and he was very helpful and nice. When we got to the hotel, the reception staff were really friendly and told us all the information we needed, including letting us know about tourist activities like city tour packages, massages, island hopping etc. They also had a golf cart to help take us and our luggages to our rooms which was really helpful because the property was bigger than expected. The rooms were also very spacious and the shower room too. One of the best parts was definitely the nature and vibe of the hotel. The rooms were basically like mini cottages with your own outside seating area including a hammock which was my favourite part, we loved to use it every day and night to relax, drink, have a nice sit after dinner etc. The outdoor area was surrounded by the beautifully landscaped gardens; there were beautiful plants like bamboos, a massive overhanging tree, snake plants etc and it looked even more beautiful when it rained which it did a couple times during our stay. Another great part of the hotel was the restaurant. There was a lot of food on the menu, including delicious classic Filipino dishes but also pasta, sandwiches etc. They had amazing mango and calamansi smoothies, beer, and nicely made cocktails. The restaurant staff were nice&friendly also. We also booked a city tour package for 700pesos each which was a good price because we went to many sites around PP, including our favourite the Crocodile farm getting to see the massive crocs and holding a baby one too, the tour guide was also friendly and funny :) We also booked a massage and the masseuse came to our room which was convenient. Everything, from scenery to service, was excellent. Overall, an unforgettable experience.

Disliked · Not much to dislike, maybe just that the wifi voucher you're given is only allowed for one device so couldn't use it for my laptop but wasn't a big deal since I just used my personal hotspot on my phone whenever I needed it."
Munting Paraiso,Ashwin, United Arab Emirates,Liked · Overall
Munting Paraiso,Bram, Philippines,"Liked · I recently had a pleasant stay at this establishment. The room provided ample space, and the bed was comfortable, allowing for a good night's sleep. I appreciated the presence of a kitchen area and a proper refrigerator, which added convenience to my stay. Also, everything was in good shape (unfortunately, that is not so obvious here in the Philippines). The location is good, close to the airport and there are many day trips that will pick you up. Overall, it was a positive experience, and I would recommend it.

Disliked · I didn't like that there were many, many mosquitoes. So come prepared and bring a repellant!"
Munting Paraiso,Kevin, Australia,"Liked · Accomodation is perfect

Disliked · Too many path holes along the road"
Munting Paraiso,Dsdanti, Portugal,"Liked · Lovely villas in a really beautiful garden. The food in the restaurant is quite good and the staff very helpful

Disliked · Dirty pool"
Munting Paraiso,Bernd, Germany,"Liked · Room was very large and clean.
Close to the airport and a nice beach nearby.

Disliked · pool was dirty."
Munting Paraiso,Remy, United States of America,"Liked · the atmosphere, surroundings, peaceful

Disliked · our room was hot. air conditioning wasnt cool it was hard to sleep."
Munting Paraiso,Lolita, Malta,Liked · everything was perfect will definitely go back again
Munting Paraiso,Shimon, Israel,"Liked · very friendly and good service
will return to this place when in Puerto Princesa again

Disliked · TV reception was not the best"
Munting Paraiso,Mikko, Philippines,"Liked · Nice quiet place. Single story individual cabanas set around a garden. The cabanas were very spacious and comfortable. Cable TV was working. Clean and large bathroom. On site restaurant is good, especially the breakfasts.

Disliked · The only thing missing was a swimming pool. The location is off the beaten track but that makes it a quiet place. The staff will call for transport if you need it."
Munting Paraiso,Jonathan, Singapore,"Liked · very cozy and quiet, staff were friendly and location is just nice

Disliked · the aircon could be more colder. We set it to lowest temperature (16 deg C) but still not cold enough. but despite of that we were able to sleep well."
Munting Paraiso,Izza, Pakistan,"Liked · The staff was super friendly. They had great recommendations for restaurants, cafes , tours. the food was also really good"
Munting Paraiso,Becky, Malta,"Liked · Idyllic and relaxed setting.

Disliked · Not very close to the Main Street but the hotel can easily arrange a tricycle to collect you."
Munting Paraiso,Brendan, New Zealand,Liked · Food was great
Munting Paraiso,Morgan, Sweden,"Liked · Super nice owners and staff, a real oasis in town with fantastic good food and nice cozy area"
Corto del Mar Hotel,Matt, South Africa,Liked · We were really happy here!! It is so closely situated to the center of town and to the docks where all the tours leave from. The staff were amazing and the front desk helped us with every request.
Corto del Mar Hotel,Robert, Australia,"Liked · The decor and design of the hotel was really nice. The food was excellent. Great location, walking distance to everything."
Corto del Mar Hotel,Naomi, New Zealand,"Liked · Staff were lovely and even prepared breakfast for us when we had to leave the hotel before 5am. They ensured we were comfortable.
Bed was comfortable. Pool looked great. Good amenities in room.
Quiet.

Disliked · Poor shower stream"
Corto del Mar Hotel,Vicki, United States of America,"Liked · Clean, bed and bedding comfortable. Good location, close to market and restaurants. Staff were exceptional and breakfast varied everyday with many choices. Good lunch and dinner menu. Pool large and temperature was great. Hot water and good pressure. Room serviced every day.

Disliked · Dinner food could have been better."
Corto del Mar Hotel,Divina, United States of America,Liked · Everything was awesome. Food was great. Rooms were awesome too!
Corto del Mar Hotel,Paul, United States of America,Liked · Staff were very friendly
Corto del Mar Hotel,Tolu, United Kingdom,"Liked · Attentive and friendly staff, beautiful facilities, relaxing environment, great location"
Corto del Mar Hotel,Jan,,Liked · excellent people!
Corto del Mar Hotel,Jan,,Liked · excellent people!
Corto del Mar Hotel,, Netherlands,"Liked · Rooms and Location are great! Loved the pool.

Disliked · If anything: the pool can have better maintenance. Mold and floating chlorinetubes do not represent the rest of the quality of the hotel"
Corto del Mar Hotel,Adrian, Australia,Liked · Whats not to like. I have been staying here for over 10 years now and this hotel never fails to dissapoint. The staff are amazing as are the owners.
Corto del Mar Hotel,Arjen, Philippines,"Liked · Ambiance, location , spacious rooms, staff.were all great. We had the large rooms at the seaside. Internet in room was fine. Reception staff really wonderful.

Disliked · Small thing: washing basin remains wet.
No bedside lamps in some rooms. Beds a bit hard. But actually all fine."
Corto del Mar Hotel,Bonnin, France,"Liked · Perfect, comfortable and staff is very good"
Corto del Mar Hotel,Kenneth, United States of America,"Liked · Room was nice, restaurant good."
Corto del Mar Hotel,Michael, New Zealand,"Liked · The hotel is like a big private walled retreat (with a large pool in the middle) at the edge of the town. Its within easy walking distance of the centre and restaurants, and convenient for island hopping or diving trips. The rooms are very clean and comfortable. The reception staff are just wonderful, and make the visit very pleasant. I rebooked there on my return to Coron from el nido a few days later.

Disliked · Its a bit of an art (which I didnt fully master) getting the shower temperature right."
Corto del Mar Hotel,Josel, Qatar,"Liked · Everything in the Hotel I liked. The location pool, rooms, breakfast, views.

Disliked · It would be better if the Hotel had an elevator."
Corto del Mar Hotel,Rocaya, Switzerland,Liked · The service was excellent and the cuisine the best!
Corto del Mar Hotel,Gal, Czech Republic,"Liked · Lovely and cozy place in the Center on Coron surrounded by the hectic vibe of Coron but gives you a peaceful place to sleep, dine and relax"
Corto del Mar Hotel,Cathy, Philippines,"Liked · What made us return to this romantic hotel is not just the wonderfully clever and detailed design of the hotel itself, its also the friendly team and the cleanliness. The team always seems to aim (and achieve) to go above and beyond by taking their time to learn about your plans and finding ways to assist. We casually told of our plans to take a ferry to El Nido upon check-out and the next morning we were informed that transport to the ferry would be ready. We did not even tell them at what time we would leave but they planned it spot-on. The ladies truly know how to anticipate the needs of their guests. The service at the bar/restaurant is good, especially combined with the meals and drinks they deliver.
Our favorite hotel on one of the most beautiful islands we have seen on our travels."
Coron Westown Resort,Jesse, Canada,"Liked · Room was great, people and service were great.

Disliked · Wifi was touch and go in the hotel room but worked everywhere else"
Coron Westown Resort,Shae, United States of America,Liked · The location was ideal!
Coron Westown Resort,Jazon, United States of America,"Liked · Nice facility, clean rooms and friendly accommodating staff.

Disliked · During our stay, there wasn't a hot water for shower and bath. They told us there was a water main break on the facility."
Coron Westown Resort,Fenchie, Philippines,"Liked · It is located away from the busy town which is a great plus. There were 3 pools and are very kid friendly. Also the rooms were spacious although we would have loved to get the family as what we initially planned but turned out unavailable when we got there. The staff were great to just give us two deluxe rooms without additional charges.

Disliked · Theres a stinking smell around the pool area, i think its from the toilets exhaust, the one below the pool. Also the room floor is kind of slippery, i wish there was complimentary slippers for the room."
Coron Westown Resort,Margaret, Philippines,Liked · the rooms are beautiful and the food is good.
Coron Westown Resort,Jmbrosa, Portugal,"Liked · The architecture of the hotel is very beautiful, we stayed in a room with a Kings bed and the view was phenomenal (sea view) from the balcony. The resort has several pools if you want to take a dip after the tours or walks.
The bed is super comfortable, the whole room is very clean and very spacious.
Breakfast is a buffet, but it's always the same every day.
A good place if you are looking for a quiet place and take the family

Disliked · The only downside is that it is far from the center, but taking a tricycle from the door takes you to the center in a few minutes and is not expensive."
Coron Westown Resort,Maningo, Philippines,"Liked · The resort already have everything that you want especially if you dont like to stroll around the town. They have live band every night where you can chill on or a pool where you want relax at. They have also this welcoming cockatoo that greet and entertain us always while waiting for our service. Room make up is excellent same as with the front desk who always take care of our needs as well as the concierge and bell boys who are very accommodating to assist.

Disliked · Room tiles is slippery and it is not good for infants or toddlers who like to run around. Sometimes it moisten maybe because of the aircon temperature so we need to lower it to avoid our kids to get slipped. Another is the waiters/waitress at the restaurant during breakfast were not alert enough to welcome and assist the guest. You need to request them to place the utensils on the table first before they prepare it for you."
Coron Westown Resort,Walid, Tunisia,"Liked · The staff were very kind to us, the room is clean and the hotel location is not away of town."
Coron Westown Resort,Ferdinand, United States of America,"Liked · All

Disliked · The bathroom doors making so much noise when closingg and waterleak in the main bathroom /toilet sink. Little drip behind coming from up the ceiling."
Coron Westown Resort,Fermina, United States of America,"Liked · The buffet was excellent. The server Eden was very good.

Disliked · There are some small cockroaches in the bathroom"
Coron Westown Resort,Yolanda, Canada,"Liked · The rooms are clean and spacious.

Disliked · Not much selection on breakfast buffet."
Coron Westown Resort,, United Kingdom,"Liked · Good size rooms, massive shower, 4 pools which were amazing, free towels at the pool given too, they offer free filtered water and bring it to the room any time of day. Would stay again

Disliked · Bit out of the way from town but you can get a tricycle easily from the staff at the front (and didn't get ripped off). Food was overpriced and small portions. Couldn't pay on card unless over a certain amount. No ice in the day for drinks so no cocktails."
Coron Westown Resort,Michelle, Australia,"Liked · friendly and attentive staff. clean hotel

Disliked · bit far from the main town"
Coron Westown Resort,Sarah, Australia,"Liked · Good value for money. Generous sized, clean rooms and bathrooms. Large clean pool.

Disliked · The restaurant and breakfast buffet is not great. It is worth taking a tricycle into town for meals. Our favourite place to eat was Le Voyage."
Coron Westown Resort,Matsglobetrotter, Italy," Liked · Loved the pool.and the room once we got the room we booked as per booking .com. very friendly staff. Excellent mango shakes:-) lovely music in the evenings

Disliked · That they put us in a side room that does not even show on any pictures with so limited view its.. not as per advetized. That they claim it was the room we booked while its very clear on booking that this was not the case. It was a lower price overflow room for those who dont specify anything.. that it took them one night to fix the problem.no point blaming the systems as the systems need to be configured by someone, to ensure right category room show up on both booking.com and other similar sites.
Breakfast place need a better solution for the gazzillion flies we were met with."
Coron Westown Resort,Holly, Australia,"Liked · the resort was so welcoming and in such a good location

Disliked · some of the food was really enjoyable, the breakfast buffet had everything. however, the menu had some items that were not very nice for the price of the meals"
Coron Westown Resort,Joshua, Philippines,"Liked · The amenities is excellent, we love the pool

Disliked · The internet connection is not good, there is dead spots, specially in our room"
Coron Westown Resort,Rafael, Philippines,"Liked · The room is spacious and well maintained. wonderful sleep every night

Disliked · Some of the front desk staff are less courteous. They have the tendency to be arrogant when you ask question to verify your stay."
Coron Westown Resort,Nayankumar, India,Liked · Staff service is prompt. Very helpful. We enjoyed our stay at Coron westown resort for 4 nights.
Coron Westown Resort,Ricarte, United Kingdom,"Liked · Room had an amazing view of rhe mountains and sea. Room was cleaned daily. Check in and check iut was quick.

Disliked · Gym was not airconditioned and was facing west so it was like hell using the treadmill in the afternoon. There were only 4 equipment there and 2 were under maintenance.
Ordered room service: sinigang na isda... the soup tasted good but the fish was so tasteless. Calamares also did not tasted terrible.
There was a live band on Friday or Saturday night and I initially thought it was a hotel guest with an unpleasant voice hogging the karaoke for hours."
Princesa Garden Island Resort and Spa,Robert, Saudi Arabia,"Liked · Staff were very helpful, and also keen to make sure you were aware of the hotels circumstance. No sugar coating here, just honesty like the Filipino people I know and love."
Princesa Garden Island Resort and Spa,Debbie, Australia,"Liked · Staff were so attentive

Disliked · Not enough food options. But when building work is completed that will be solved"
Princesa Garden Island Resort and Spa,Brian, United States of America,Liked · Everythiing was great. No complaints.
Princesa Garden Island Resort and Spa,Tony, Australia,"Liked · great swimming pool.

Disliked · the jacuzzi were old and not functional."
Princesa Garden Island Resort and Spa,Christina, United States of America,"Liked · Pool was great.
Staff was excellent.
Food and drinks were good.
Excursions were fun.
Breakfast was ok.
Resort grounds are beautiful even with the
construction .
Place is kid friendly and safe.

Disliked · Lots of items on the menu ran out and werent replaced during our time there.
Live entertainment at night is hidden in an area where no knows its going on or cant enjoy it.
No ATM at hotel and stores not walking distance.
Only one restaurant to choose from but food was pretty good.
The resort still needs to work out some kinks but is going to be beautiful and people will like it once its all complete."
Princesa Garden Island Resort and Spa,Lachlan, Australia,"Liked · large pool, staff, room and size were all positive

Disliked · breakfast and incomplete building, no facilities such as gym at property"
Princesa Garden Island Resort and Spa,Hsiu, Taiwan,"Liked · the swimming pool

Disliked · some area is still under construction. and the crew havent been trained well. I have called laundry service but no one showed up, I have asked their personal activity like yoga they never replied me."
Princesa Garden Island Resort and Spa,Christina, Australia,"Liked · Staff were lovely, pool was beautiful.

Disliked · I didnt get the room I originally booked. Construction works were going on but was never stated when we booked. Food on first night wasnt good but got better."
Princesa Garden Island Resort and Spa,Mery, Philippines,"Liked · View.

Disliked · Not enough breakfast"
Princesa Garden Island Resort and Spa,Hamish, Australia,"Liked · pool, waterslide, breakfast and the staff

Disliked · still very much a soft opening, needs to be better advertised that way. the waits on the restaurant was very long"
Princesa Garden Island Resort and Spa,Elizabeth, Germany,"Liked · The friendly hotel staffs that made our stay bearable. They did their job well even and always smiling inspite of stressful times. They all deserve salary raise from the hotel management sitting comfortably in Manila. Location is nice and how we wish the management will do more to preserve the Mangrove forests there and not to put up expensive Water Villas on it. Please get rid of the garbage near the Water Villas. The pool is lovely. Kudos to the guy cleaning on the pool. Love the shower because of the great water pressure.

Disliked · Our room smells moldy and one can see molds in the bathroom. Very expensive for a soft-opening! Breakfast is not at all a 5 star hotel level. The hotel staffs cannot do anything about it. They can only prepare what the management will provide for them. Notbmuch space to put/hang clothes. For the late cleaning of rooms, I am not complaining. I only pity these guys who are the only ones cleaning the whole hotel rooms. They deserve all the tips they got from us everyday. No ironing board and other basics. 5 star hotel? Definitely not."
Princesa Garden Island Resort and Spa,Marisa, South Africa,"Liked · The bed was very comfortable and the swimming pool was amazing.

Disliked · The hotel is a bit tired and things werent working as they should, the aircon sounded like an old tractor and many of the things listed to do, were not available."
Princesa Garden Island Resort and Spa,Salah, Saudi Arabia,"Liked · its clean spacious large swimming pool good food

Disliked · most of the facility is under construction only available is room restaurant and pool"
Princesa Garden Island Resort and Spa,Brian, United States of America,"Liked · Pool was great.

Disliked · Room was good, but bed was tough on my back. Room had a poor view of under renovation pond, lots of construction noise throughout the day. Food in restaurant was good, however, timing of food service was poor, for example two of us ordered dinner. Hers was served in :15 minutes, mine was served in :30 minutes. Cooks must be able to time their cooking so that all meals are completed and served at the same time. Cooks did not know how to cook eggs over easy. Most of the amenities did not seem available as it was under renovation. This was not disclosed during booking."
Princesa Garden Island Resort and Spa,Soren, Denmark,"Liked · The room was very good and the direct access to the pool was excellent.

Disliked · The meaning of Soft opening should have been explained on the website. It turns out that most of the resort was undergoing major renovations with most of the facilities shut down and noise from the construction of a new major wing (5 stories high) all day.
I think that a major discount should have been given for the inconveniences, which by the way will last for all of 2023."
Princesa Garden Island Resort and Spa,, Australia,"Liked · Everything was smooth from the check in to buffet breakfast, staff went above and beyond to meet our needs"
Princesa Garden Island Resort and Spa,Róisín, United Kingdom,Liked · beautiful resort and stunning water villa
Princesa Garden Island Resort and Spa,Leinhel, Canada,Liked · Everything was excellent. The staff were very nice and accommodating. We had an amazing stay.
Princesa Garden Island Resort and Spa,Marty, United States of America,Liked · Loved the Water Villa suite!
Princesa Garden Island Resort and Spa,Beach, United States of America,"Liked · The pool is amazing and huge! They have many rooms with direct pool access from your room slider. The on-site Italian restaurant is great too. The room was very clean and neat. The staff was extremely kind and helpful.

Disliked · slight construction noise from the new tower they are building, but it wasn't really a problem. The breakfast buffet is marginal in availability, variety.and slow service staff, but again, this is a soft opening, so be patient."
Two Seasons Coron Bayside Hotel,Similey, United Arab Emirates,"Liked · Facilities were great, staff super Friendly and helpful. The room was amazing. The views superb the food excellent and the pool perfect."
Two Seasons Coron Bayside Hotel,Chia-i, Australia,Liked · Hotel is very close to the port and a mere 5-10min to town. The hotel staff were all very hospitable and quick to provide service whenever we asked. Room service was excellent and the panoramic views from the room were exquisite.
Two Seasons Coron Bayside Hotel,Kim, Sweden,"Liked · Every personal have been very polite whenever we pass them by. Very clean and tidy hotel. Basically, everything else was good.

Disliked · The prices on their restaurant is too expensive. Due to the price we looked for more local restaurants since its much cheaper but overall the food is very good from the restaurant in the hotel."
Two Seasons Coron Bayside Hotel,Jennylyn, United States of America,"Liked · The staff was professional and very welcoming to guest. The service and breakfast was very good.

Disliked · The room was clean, however there was a little bit of musty smells."
Two Seasons Coron Bayside Hotel,Helen, Canada,"Liked · Everyone from the frontline, housekeeping, room service, restaurant. My daughter & I appreciated the service and the hospitality and the food and drinks and all that , our time at your hotel made us feel welcome and happy"
Two Seasons Coron Bayside Hotel,Kristin, United States of America,Liked · The staff were some of the friendliest people we have ever met. All staff members made us feel so welcome and helped us book our accommodations such as transportation and excursions. We also truly enjoyed the food at BAYA Resto Lounge. The location is also perfect! We had the most amazing stay here. Two Seasons Coron Bayside exceeded our expectations. Thank you for making our trip truly unforgettable.
Two Seasons Coron Bayside Hotel,Howarth, United Kingdom,"Liked · Stunning views from the pool area which looks over the sea/islands. Convenient location next to the ferry port if you wanted to travel elsewhere. Pool, gym & rooms are excellent - good water pressure in the shower. Exceptional staff who cannot do enough for you - super helpful when booking a tricycle and trips! Amazing food in the restaurant with attentive staff. Cannot recommend this hotel enough!

Disliked · Our room did not overlook the bay which we would have preferred & its about 1k from the shops (not many)."
Two Seasons Coron Bayside Hotel,Delight, United States of America,Liked · Staff are incredibly polite
Two Seasons Coron Bayside Hotel,Widad, United Arab Emirates,"Liked · Very well located with an amazing view on the bay. The restaurant, the room, the staff, the pool, all was great."
Two Seasons Coron Bayside Hotel,Maria, Canada,"Liked · Panoramic suite is amazing
Disliked · My flight with airswift was cancelled because of maintenance repair . If the plane prior to us had to make an emergency landing cuz the propeller busted and was not working , I think there was warrant for airswift to do maintentence repair with all the planes . In saying this we werent able to go to coron because all flights were grounded for 5 days. I had payed already for the panoramic suite the day our flight was cancelled hence we missed one night stay . Despite airswift giving us a certificate of cancellation and providing receipts we had payed for our night stay , the hotel refused to give a refund which was totally disappointing and disgusting cuz it was not our fault . You would thing they would be understanding and give refund  I was wrong. I totally enjoyed our only night stay the day we were able to get to stay which was the next day . Hotel is very nice but because of this experience I will not stay there again . Weve booked in hotels with no problems of refunds when flights were cancelled . It was a very frustrating event ."
Two Seasons Coron Bayside Hotel,Hogben, United States of America,"Liked · The hotel is really clean and after spending three nights in a place that did not have air conditioning, it was a luxurious change."
Two Seasons Coron Bayside Hotel,Annalyn, United States of America,"Liked · the property itself is classic

Disliked · the location is surrounded by unattractive neighborhood"
Two Seasons Coron Bayside Hotel,Phoenicia, United States of America,"Liked · The staff is excellent friendly and thoughtful. Me and my husband take vacations quiet often and this is the only place that asked us the night before what time we will be checking out, so that they could prepare and pack our breakfast for us. We checked out around 5am, and we were able to leave with hot breakfast, which helped a lot.

Disliked · The only thing we didnt like was that we missed checking in the first night we were supposed to be there, due to a delayed flight. We booked three nights and only stayed for two nights. The manager asked us to provide proof of the delayed flight, which we ended up emailing to her before we checked out, but the manager never bothered replying or acknowledging our email."
Two Seasons Coron Bayside Hotel,Love, Philippines,"Liked · Very clean

Disliked · elevator was under maintenance. It was such a hassle to use the stair going up and down to the forth floor"
Two Seasons Coron Bayside Hotel,Simone, Australia,"Liked · We loved staying at Two seasons. The room was pretty spacious and very clean. we had some amazing views of the bay. The pool was also amazing and we got some good use out of the gym (although the setup in there is reasonably basic). The dinner at the restaurant at the hotel was also delicious.

Disliked · The breakfast was fine but nothing special - we ordered poached eggs 2 days in a row and they took about 30 minutes to come.. coffee and some of the local food options were delicious though"
Two Seasons Coron Bayside Hotel,Juan, United Arab Emirates,"Liked · amazing location, beautiful sunset view, pool and friendly staff"
Two Seasons Coron Bayside Hotel,Daniel, United States of America,"Liked · It was nice for a change (for us at least) to stay at a hotel with a 5-star quality look and feel. The amenities were great, including the pool. The gym was sufficient for my purposes (just free weights, a treadmill, maybe another cardio machine). The a la carte food and drink was decent and not too overly priced for a hotel of this caliber.
The staff was also very professional and polite. They remembered my name throughout my short 2-night stay, and were always very helpful.

Disliked · I know this isn't entirely on them, but they are associated. The private tour I got through the hotel (which is great that you can charge to your room btw) was on time to pick me up from the hotel, but then we sat on the boat and waited for over 45min, close to an hour on the boat itself in the harbor just waiting for the tour guide. It's just not something that I would expect when you knowingly pay an upcharge by booking through the hotel. It was about 200 dollars for an ""8 hour island escapade tour"" that had me sitting on a boat in the harbor waiting for the guide for almost 1 of those 8 hours.
Location is also not too central, though it's only about a 20min walk into town. You'd think it would be more quiet but there was a bar nearby that you could hear at night.
Lastly, the included breakfast was subpar for what I would expect from this caliber of hotel. Certainly acceptable, but just did not have many traditional options. Though I tend to try to eat traditional food on my travels - they did have waffles, pancakes, and an omelet station so if you eat mostly western, you should be fine."
Two Seasons Coron Bayside Hotel,Edgar, United States of America,Liked · Very nice and relaxing place to stay.
Two Seasons Coron Bayside Hotel,Fernanda, Canada,"Liked · cleanliness, beautiful pool area, super friendly and nice staff, there is a gym and nice rooms with balcony. highly recommend

Disliked · for breakfast not many continental breakfast option ( example: no yogurt, croissants, cakes, pies )"
Two Seasons Coron Bayside Hotel,Karen, Ireland,"Liked · The staff were amazing and very helpful. Food was great. Lovely breakfast. Rooms very clean. Tours were well organised. Great gym .. one night after 10pm when restaurant was closed and we wanted cold bottled water one of the staff took off on his motorbike and got 3 bottles of cold water for us

Disliked · Gym could do with a selection of lighter weights 3,4,5 kg had to share a lot during a workout"
Aziza Paradise Hotel,Hiba, Japan,"Liked · it truly exceeded my expectations.
this place totally had the resort feel and the staff were extremely accommodating and friendly"
Aziza Paradise Hotel,Leo, United States of America,Liked · Cleanliness and friendly staff.
Aziza Paradise Hotel,Kirkpatrick, United States of America,Liked · Nice view of the courtyard when you arrive. The food was good.
