Hotel Name,Address,Barangay,City / Town,Province,Amenities, Price Range ,Available Rooms,Other Data,Reviews,Author,Country,Review
Munting Paraiso,"Abueg Road, Bancao Bancao, Palawan, 5300 Puerto Princesa, Philippines",Bancao Bancao,Puerto Princesa,Palawan,"Outdoor swimming pool
Fitness center
Room service
Restaurant
Free parking
Facilities for disabled guests
Tea/Coffee Maker in All Rooms
Bar","4,370.00",12,"Land and Air transfers
Non-smoking rooms",275,Becky, Malta,"Liked Â· Idyllic and relaxed setting.

Disliked Â· Not very close to the Main Street but the hotel can easily arrange a tricycle to collect you."
Munting Paraiso,"Abueg Road, Bancao Bancao, Palawan, 5300 Puerto Princesa, Philippines",Bancao Bancao,Puerto Princesa,Palawan,"Outdoor swimming pool
Fitness center
Room service
Restaurant
Free parking
Facilities for disabled guests
Tea/Coffee Maker in All Rooms
Bar","4,370.00",12,"Land and Air transfers
Non-smoking rooms",275,Brendan, New Zealand,Liked Â· Food was great
Munting Paraiso,"Abueg Road, Bancao Bancao, Palawan, 5300 Puerto Princesa, Philippines",Bancao Bancao,Puerto Princesa,Palawan,"Outdoor swimming pool
Fitness center
Room service
Restaurant
Free parking
Facilities for disabled guests
Tea/Coffee Maker in All Rooms
Bar","4,370.00",12,"Land and Air transfers
Non-smoking rooms",275,Morgan, Sweden,"Liked Â· Super nice owners and staff, a real oasis in town with fantastic good food and nice cozy area"
Corto del Mar Hotel,"Commiseria Street Barangay 1, Coron Town Proper, 5316 Coron, Philippines",Barangay I,Coron,Palawan,"Outdoor swimming pool
Free WiFi
Family rooms
Restaurant
Free parking
Room service
Tea/Coffee Maker in All Rooms
Bar
Breakfast","6,912.00",17,Non-smoking rooms,531,Matt, South Africa,Liked Â· We were really happy here!! It is so closely situated to the center of town and to the docks where all the tours leave from. The staff were amazing and the front desk helped us with every request.
Corto del Mar Hotel,"Commiseria Street Barangay 1, Coron Town Proper, 5316 Coron, Philippines",Barangay I,Coron,Palawan,"Outdoor swimming pool
Free WiFi
Family rooms
Restaurant
Free parking
Room service
Tea/Coffee Maker in All Rooms
Bar
Breakfast","6,912.00",17,Non-smoking rooms,531,Robert, Australia,"Liked Â· The decor and design of the hotel was really nice. The food was excellent. Great location, walking distance to everything."
Corto del Mar Hotel,"Commiseria Street Barangay 1, Coron Town Proper, 5316 Coron, Philippines",Barangay I,Coron,Palawan,"Outdoor swimming pool
Free WiFi
Family rooms
Restaurant
Free parking
Room service
Tea/Coffee Maker in All Rooms
Bar
Breakfast","6,912.00",17,Non-smoking rooms,531,Naomi, New Zealand,"Liked Â· Staff were lovely and even prepared breakfast for us when we had to leave the hotel before 5am. They ensured we were comfortable.
Bed was comfortable. Pool looked great. Good amenities in room.
Quiet.

Disliked Â· Poor shower stream"
Corto del Mar Hotel,"Commiseria Street Barangay 1, Coron Town Proper, 5316 Coron, Philippines",Barangay I,Coron,Palawan,"Outdoor swimming pool
Free WiFi
Family rooms
Restaurant
Free parking
Room service
Tea/Coffee Maker in All Rooms
Bar
Breakfast","6,912.00",17,Non-smoking rooms,531,Vicki, United States of America,"Liked Â· Clean, bed and bedding comfortable. Good location, close to market and restaurants. Staff were exceptional and breakfast varied everyday with many choices. Good lunch and dinner menu. Pool large and temperature was great. Hot water and good pressure. Room serviced every day.

Disliked Â· Dinner food could have been better."
Corto del Mar Hotel,"Commiseria Street Barangay 1, Coron Town Proper, 5316 Coron, Philippines",Barangay I,Coron,Palawan,"Outdoor swimming pool
Free WiFi
Family rooms
Restaurant
Free parking
Room service
Tea/Coffee Maker in All Rooms
Bar
Breakfast","6,912.00",17,Non-smoking rooms,531,Divina, United States of America,Liked Â· Everything was awesome. Food was great. Rooms were awesome too!
Corto del Mar Hotel,"Commiseria Street Barangay 1, Coron Town Proper, 5316 Coron, Philippines",Barangay I,Coron,Palawan,"Outdoor swimming pool
Free WiFi
Family rooms
Restaurant
Free parking
Room service
Tea/Coffee Maker in All Rooms
Bar
Breakfast","6,912.00",17,Non-smoking rooms,531,Paul, United States of America,Liked Â· Staff were very friendly
Corto del Mar Hotel,"Commiseria Street Barangay 1, Coron Town Proper, 5316 Coron, Philippines",Barangay I,Coron,Palawan,"Outdoor swimming pool
Free WiFi
Family rooms
Restaurant
Free parking
Room service
Tea/Coffee Maker in All Rooms
Bar
Breakfast","6,912.00",17,Non-smoking rooms,531,Tolu, United Kingdom,"Liked Â· Attentive and friendly staff, beautiful facilities, relaxing environment, great location"
Corto del Mar Hotel,"Commiseria Street Barangay 1, Coron Town Proper, 5316 Coron, Philippines",Barangay I,Coron,Palawan,"Outdoor swimming pool
Free WiFi
Family rooms
Restaurant
Free parking
Room service
Tea/Coffee Maker in All Rooms
Bar
Breakfast","6,912.00",17,Non-smoking rooms,531,Adrian, Australia,Liked Â· Whats not to like. I have been staying here for over 10 years now and this hotel never fails to dissapoint. The staff are amazing as are the owners.
Corto del Mar Hotel,"Commiseria Street Barangay 1, Coron Town Proper, 5316 Coron, Philippines",Barangay I,Coron,Palawan,"Outdoor swimming pool
Free WiFi
Family rooms
Restaurant
Free parking
Room service
Tea/Coffee Maker in All Rooms
Bar
Breakfast","6,912.00",17,Non-smoking rooms,531,Arjen, Philippines,"Liked Â· Ambiance, location , spacious rooms, staff.were all great. We had the large rooms at the seaside. Internet in room was fine. Reception staff really wonderful.

Disliked Â· Small thing: washing basin remains wet.
No bedside lamps in some rooms. Beds a bit hard. But actually all fine."
Corto del Mar Hotel,"Commiseria Street Barangay 1, Coron Town Proper, 5316 Coron, Philippines",Barangay I,Coron,Palawan,"Outdoor swimming pool
Free WiFi
Family rooms
Restaurant
Free parking
Room service
Tea/Coffee Maker in All Rooms
Bar
Breakfast","6,912.00",17,Non-smoking rooms,531,Bonnin, France,"Liked Â· Perfect, comfortable and staff is very good"
Corto del Mar Hotel,"Commiseria Street Barangay 1, Coron Town Proper, 5316 Coron, Philippines",Barangay I,Coron,Palawan,"Outdoor swimming pool
Free WiFi
Family rooms
Restaurant
Free parking
Room service
Tea/Coffee Maker in All Rooms
Bar
Breakfast","6,912.00",17,Non-smoking rooms,531,Kenneth, United States of America,"Liked Â· Room was nice, restaurant good."
Corto del Mar Hotel,"Commiseria Street Barangay 1, Coron Town Proper, 5316 Coron, Philippines",Barangay I,Coron,Palawan,"Outdoor swimming pool
Free WiFi
Family rooms
Restaurant
Free parking
Room service
Tea/Coffee Maker in All Rooms
Bar
Breakfast","6,912.00",17,Non-smoking rooms,531,Michael, New Zealand,"Liked Â· The hotel is like a big private walled retreat (with a large pool in the middle) at the edge of the town. ItÂs within easy walking distance of the centre and restaurants, and convenient for island hopping or diving trips. The rooms are very clean and comfortable. The reception staff are just wonderful, and make the visit very pleasant. I rebooked there on my return to Coron from el nido a few days later.

Disliked Â· ItÂs a bit of an art (which I didnÂt fully master) getting the shower temperature right."
Corto del Mar Hotel,"Commiseria Street Barangay 1, Coron Town Proper, 5316 Coron, Philippines",Barangay I,Coron,Palawan,"Outdoor swimming pool
Free WiFi
Family rooms
Restaurant
Free parking
Room service
Tea/Coffee Maker in All Rooms
Bar
Breakfast","6,912.00",17,Non-smoking rooms,531,Josel, Qatar,"Liked Â· Everything in the Hotel I liked. The location pool, rooms, breakfast, views.

Disliked Â· It would be better if the Hotel had an elevator."
Corto del Mar Hotel,"Commiseria Street Barangay 1, Coron Town Proper, 5316 Coron, Philippines",Barangay I,Coron,Palawan,"Outdoor swimming pool
Free WiFi
Family rooms
Restaurant
Free parking
Room service
Tea/Coffee Maker in All Rooms
Bar
Breakfast","6,912.00",17,Non-smoking rooms,531,Rocaya, Switzerland,Liked Â· The service was excellent and the cuisine the best!
Corto del Mar Hotel,"Commiseria Street Barangay 1, Coron Town Proper, 5316 Coron, Philippines",Barangay I,Coron,Palawan,"Outdoor swimming pool
Free WiFi
Family rooms
Restaurant
Free parking
Room service
Tea/Coffee Maker in All Rooms
Bar
Breakfast","6,912.00",17,Non-smoking rooms,531,Gal, Czech Republic,"Liked Â· Lovely and cozy place in the Center on Coron surrounded by the hectic vibe of Coron but gives you a peaceful place to sleep, dine and relax"
Corto del Mar Hotel,"Commiseria Street Barangay 1, Coron Town Proper, 5316 Coron, Philippines",Barangay I,Coron,Palawan,"Outdoor swimming pool
Free WiFi
Family rooms
Restaurant
Free parking
Room service
Tea/Coffee Maker in All Rooms
Bar
Breakfast","6,912.00",17,Non-smoking rooms,531,Cathy, Philippines,"Liked Â· What made us return to this romantic hotel is not just the wonderfully clever and detailed design of the hotel itself, itÂs also the friendly team and the cleanliness. The team always seems to aim (and achieve) to go above and beyond by taking their time to learn about your plans and finding ways to assist. We casually told of our plans to take a ferry to El Nido upon check-out and the next morning we were informed that transport to the ferry would be ready. We did not even tell them at what time we would leave but they planned it spot-on. The ladies truly know how to anticipate the needs of their guests. The service at the bar/restaurant is good, especially combined with the meals and drinks they deliver.
Our favorite hotel on one of the most beautiful islands we have seen on our travels."
Coron Westown Resort,"Sitio Dipulao, Barangay Poblacion 6, 5316 Coron, Philippines",Barangay VI,Coron,Palawan,"2 swimming pools
WiFi
Airport shuttle
Restaurant
Free parking
Fitness center
Spa
Bar
Breakfast","5,054.00",76,"Land and Air transfers
Non-smoking rooms",226,Jesse, Canada,"Liked Â· Room was great, people and service were great.

Disliked Â· Wifi was touch and go in the hotel room but worked everywhere else"
Coron Westown Resort,"Sitio Dipulao, Barangay Poblacion 6, 5316 Coron, Philippines",Barangay VI,Coron,Palawan,"2 swimming pools
WiFi
Airport shuttle
Restaurant
Free parking
Fitness center
Spa
Bar
Breakfast","5,054.00",76,"Land and Air transfers
Non-smoking rooms",226,Shae, United States of America,Liked Â· The location was ideal!
Coron Westown Resort,"Sitio Dipulao, Barangay Poblacion 6, 5316 Coron, Philippines",Barangay VI,Coron,Palawan,"2 swimming pools
WiFi
Airport shuttle
Restaurant
Free parking
Fitness center
Spa
Bar
Breakfast","5,054.00",76,"Land and Air transfers
Non-smoking rooms",226,Jazon, United States of America,"Liked Â· Nice facility, clean rooms and friendly accommodating staff.

Disliked Â· During our stay, there wasn't a hot water for shower and bath. They told us there was a water main break on the facility."
Coron Westown Resort,"Sitio Dipulao, Barangay Poblacion 6, 5316 Coron, Philippines",Barangay VI,Coron,Palawan,"2 swimming pools
WiFi
Airport shuttle
Restaurant
Free parking
Fitness center
Spa
Bar
Breakfast","5,054.00",76,"Land and Air transfers
Non-smoking rooms",226,Fenchie, Philippines,"Liked Â· It is located away from the busy town which is a great plus. There were 3 pools and are very kid friendly. Also the rooms were spacious although we would have loved to get the family as what we initially planned but turned out unavailable when we got there. The staff were great to just give us two deluxe rooms without additional charges.

Disliked Â· ThereÂs a stinking smell around the pool area, i think itÂs from the toilets exhaust, the one below the pool. Also the room floor is kind of slippery, i wish there was complimentary slippers for the room."
Coron Westown Resort,"Sitio Dipulao, Barangay Poblacion 6, 5316 Coron, Philippines",Barangay VI,Coron,Palawan,"2 swimming pools
WiFi
Airport shuttle
Restaurant
Free parking
Fitness center
Spa
Bar
Breakfast","5,054.00",76,"Land and Air transfers
Non-smoking rooms",226,Margaret, Philippines,Liked Â· the rooms are beautiful and the food is good.
Coron Westown Resort,"Sitio Dipulao, Barangay Poblacion 6, 5316 Coron, Philippines",Barangay VI,Coron,Palawan,"2 swimming pools
WiFi
Airport shuttle
Restaurant
Free parking
Fitness center
Spa
Bar
Breakfast","5,054.00",76,"Land and Air transfers
Non-smoking rooms",226,Jmbrosa, Portugal,"Liked Â· The architecture of the hotel is very beautiful, we stayed in a room with a Kings bed and the view was phenomenal (sea view) from the balcony. The resort has several pools if you want to take a dip after the tours or walks.
The bed is super comfortable, the whole room is very clean and very spacious.
Breakfast is a buffet, but it's always the same every day.
A good place if you are looking for a quiet place and take the family

Disliked Â· The only downside is that it is far from the center, but taking a tricycle from the door takes you to the center in a few minutes and is not expensive."
Coron Westown Resort,"Sitio Dipulao, Barangay Poblacion 6, 5316 Coron, Philippines",Barangay VI,Coron,Palawan,"2 swimming pools
WiFi
Airport shuttle
Restaurant
Free parking
Fitness center
Spa
Bar
Breakfast","5,054.00",76,"Land and Air transfers
Non-smoking rooms",226,Maningo, Philippines,"Liked Â· The resort already have everything that you want especially if you donÂt like to stroll around the town. They have live band every night where you can chill on or a pool where you want relax at. They have also this welcoming cockatoo that greet and entertain us always while waiting for our service. Room make up is excellent same as with the front desk who always take care of our needs as well as the concierge and bell boys who are very accommodating to assist.

Disliked Â· Room tiles is slippery and it is not good for infants or toddlers who like to run around. Sometimes it moisten maybe because of the aircon temperature so we need to lower it to avoid our kids to get slipped. Another is the waiters/waitress at the restaurant during breakfast were not alert enough to welcome and assist the guest. You need to request them to place the utensils on the table first before they prepare it for you."
Coron Westown Resort,"Sitio Dipulao, Barangay Poblacion 6, 5316 Coron, Philippines",Barangay VI,Coron,Palawan,"2 swimming pools
WiFi
Airport shuttle
Restaurant
Free parking
Fitness center
Spa
Bar
Breakfast","5,054.00",76,"Land and Air transfers
Non-smoking rooms",226,Walid, Tunisia,"Liked Â· The staff were very kind to us, the room is clean and the hotel location is not away of town."
Coron Westown Resort,"Sitio Dipulao, Barangay Poblacion 6, 5316 Coron, Philippines",Barangay VI,Coron,Palawan,"2 swimming pools
WiFi
Airport shuttle
Restaurant
Free parking
Fitness center
Spa
Bar
Breakfast","5,054.00",76,"Land and Air transfers
Non-smoking rooms",226,Ferdinand, United States of America,"Liked Â· All

Disliked Â· The bathroom doors making so much noise when closingg and waterleak in the main bathroom /toilet sink. Little drip behind coming from up the ceiling."
Coron Westown Resort,"Sitio Dipulao, Barangay Poblacion 6, 5316 Coron, Philippines",Barangay VI,Coron,Palawan,"2 swimming pools
WiFi
Airport shuttle
Restaurant
Free parking
Fitness center
Spa
Bar
Breakfast","5,054.00",76,"Land and Air transfers
Non-smoking rooms",226,Fermina, United States of America,"Liked Â· The buffet was excellent. The server Eden was very good.

Disliked Â· There are some small cockroaches in the bathroom"
Coron Westown Resort,"Sitio Dipulao, Barangay Poblacion 6, 5316 Coron, Philippines",Barangay VI,Coron,Palawan,"2 swimming pools
WiFi
Airport shuttle
Restaurant
Free parking
Fitness center
Spa
Bar
Breakfast","5,054.00",76,"Land and Air transfers
Non-smoking rooms",226,Yolanda, Canada,"Liked Â· The rooms are clean and spacious.

Disliked Â· Not much selection on breakfast buffet."
Coron Westown Resort,"Sitio Dipulao, Barangay Poblacion 6, 5316 Coron, Philippines",Barangay VI,Coron,Palawan,"2 swimming pools
WiFi
Airport shuttle
Restaurant
Free parking
Fitness center
Spa
Bar
Breakfast","5,054.00",76,"Land and Air transfers
Non-smoking rooms",226,Michelle, Australia,"Liked Â· friendly and attentive staff. clean hotel

Disliked Â· bit far from the main town"
Coron Westown Resort,"Sitio Dipulao, Barangay Poblacion 6, 5316 Coron, Philippines",Barangay VI,Coron,Palawan,"2 swimming pools
WiFi
Airport shuttle
Restaurant
Free parking
Fitness center
Spa
Bar
Breakfast","5,054.00",76,"Land and Air transfers
Non-smoking rooms",226,Sarah, Australia,"Liked Â· Good value for money. Generous sized, clean rooms and bathrooms. Large clean pool.

Disliked Â· The restaurant and breakfast buffet is not great. It is worth taking a tricycle into town for meals. Our favourite place to eat was Le Voyage."
Coron Westown Resort,"Sitio Dipulao, Barangay Poblacion 6, 5316 Coron, Philippines",Barangay VI,Coron,Palawan,"2 swimming pools
WiFi
Airport shuttle
Restaurant
Free parking
Fitness center
Spa
Bar
Breakfast","5,054.00",76,"Land and Air transfers
Non-smoking rooms",226,Matsglobetrotter, Italy," Liked Â· Loved the pool.and the room once we got the room we booked as per booking .com. very friendly staff. Excellent mango shakes:-) lovely music in the evenings

Disliked Â· That they put us in a side room that does not even show on any pictures with so limited view its.. not as per advetized. That they claim it was the room we booked while its very clear on booking that this was not the case. It was a lower price overflow room for those who dont specify anything.. that it took them one night to fix the problem.no point blaming the systems as the systems need to be configured by someone, to ensure right category room show up on both booking.com and other similar sites.
Breakfast place need a better solution for the gazzillion flies we were met with."
Coron Westown Resort,"Sitio Dipulao, Barangay Poblacion 6, 5316 Coron, Philippines",Barangay VI,Coron,Palawan,"2 swimming pools
WiFi
Airport shuttle
Restaurant
Free parking
Fitness center
Spa
Bar
Breakfast","5,054.00",76,"Land and Air transfers
Non-smoking rooms",226,Holly, Australia,"Liked Â· the resort was so welcoming and in such a good location

Disliked Â· some of the food was really enjoyable, the breakfast buffet had everything. however, the menu had some items that were not very nice for the price of the meals"
Coron Westown Resort,"Sitio Dipulao, Barangay Poblacion 6, 5316 Coron, Philippines",Barangay VI,Coron,Palawan,"2 swimming pools
WiFi
Airport shuttle
Restaurant
Free parking
Fitness center
Spa
Bar
Breakfast","5,054.00",76,"Land and Air transfers
Non-smoking rooms",226,Joshua, Philippines,"Liked Â· The amenities is excellent, we love the pool

Disliked Â· The internet connection is not good, there is dead spots, specially in our room"
Coron Westown Resort,"Sitio Dipulao, Barangay Poblacion 6, 5316 Coron, Philippines",Barangay VI,Coron,Palawan,"2 swimming pools
WiFi
Airport shuttle
Restaurant
Free parking
Fitness center
Spa
Bar
Breakfast","5,054.00",76,"Land and Air transfers
Non-smoking rooms",226,Rafael, Philippines,"Liked Â· The room is spacious and well maintained. wonderful sleep every night

Disliked Â· Some of the front desk staff are less courteous. They have the tendency to be arrogant when you ask question to verify your stay."
Coron Westown Resort,"Sitio Dipulao, Barangay Poblacion 6, 5316 Coron, Philippines",Barangay VI,Coron,Palawan,"2 swimming pools
WiFi
Airport shuttle
Restaurant
Free parking
Fitness center
Spa
Bar
Breakfast","5,054.00",76,"Land and Air transfers
Non-smoking rooms",226,Nayankumar, India,Liked Â· Staff service is prompt. Very helpful. We enjoyed our stay at Coron westown resort for 4 nights.
Coron Westown Resort,"Sitio Dipulao, Barangay Poblacion 6, 5316 Coron, Philippines",Barangay VI,Coron,Palawan,"2 swimming pools
WiFi
Airport shuttle
Restaurant
Free parking
Fitness center
Spa
Bar
Breakfast","5,054.00",76,"Land and Air transfers
Non-smoking rooms",226,Ricarte, United Kingdom,"Liked Â· Room had an amazing view of rhe mountains and sea. Room was cleaned daily. Check in and check iut was quick.

Disliked Â· Gym was not airconditioned and was facing west so it was like hell using the treadmill in the afternoon. There were only 4 equipment there and 2 were under maintenance.
Ordered room service: sinigang na isda... the soup tasted good but the fish was so tasteless. Calamares also did not tasted terrible.
There was a live band on Friday or Saturday night and I initially thought it was a hotel guest with an unpleasant voice hogging the karaoke for hours."
Princesa Garden Island Resort and Spa,"Barangay Bancao-bancao, Caniguiran, Palawan, 5300 Puerto Princesa, Philippines ",Bancao Bancao,Puerto Princesa,Palawan,"2 swimming pools
Fitness center
Room service
4 restaurants
Free parking
Facilities for disabled guests
Bar
Breakfast","10,500.00",68,"Land and Air transfers
Non-smoking rooms",98,Robert, Saudi Arabia,"Liked Â· Staff were very helpful, and also keen to make sure you were aware of the hotels circumstance. No sugar coating here, just honesty like the Filipino people I know and love."
Princesa Garden Island Resort and Spa,"Barangay Bancao-bancao, Caniguiran, Palawan, 5300 Puerto Princesa, Philippines ",Bancao Bancao,Puerto Princesa,Palawan,"2 swimming pools
Fitness center
Room service
4 restaurants
Free parking
Facilities for disabled guests
Bar
Breakfast","10,500.00",68,"Land and Air transfers
Non-smoking rooms",98,Debbie, Australia,"Liked Â· Staff were so attentive

Disliked Â· Not enough food options. But when building work is completed that will be solved"
Princesa Garden Island Resort and Spa,"Barangay Bancao-bancao, Caniguiran, Palawan, 5300 Puerto Princesa, Philippines ",Bancao Bancao,Puerto Princesa,Palawan,"2 swimming pools
Fitness center
Room service
4 restaurants
Free parking
Facilities for disabled guests
Bar
Breakfast","10,500.00",68,"Land and Air transfers
Non-smoking rooms",98,Brian, United States of America,Liked Â· Everythiing was great. No complaints.
Princesa Garden Island Resort and Spa,"Barangay Bancao-bancao, Caniguiran, Palawan, 5300 Puerto Princesa, Philippines ",Bancao Bancao,Puerto Princesa,Palawan,"2 swimming pools
Fitness center
Room service
4 restaurants
Free parking
Facilities for disabled guests
Bar
Breakfast","10,500.00",68,"Land and Air transfers
Non-smoking rooms",98,Tony, Australia,"Liked Â· great swimming pool.

Disliked Â· the jacuzzi were old and not functional."
Princesa Garden Island Resort and Spa,"Barangay Bancao-bancao, Caniguiran, Palawan, 5300 Puerto Princesa, Philippines ",Bancao Bancao,Puerto Princesa,Palawan,"2 swimming pools
Fitness center
Room service
4 restaurants
Free parking
Facilities for disabled guests
Bar
Breakfast","10,500.00",68,"Land and Air transfers
Non-smoking rooms",98,Christina, United States of America,"Liked Â· Pool was great.
Staff was excellent.
Food and drinks were good.
Excursions were fun.
Breakfast was ok.
Resort grounds are beautiful even with the
construction .
Place is kid friendly and safe.

Disliked Â· Lots of items on the menu ran out and werenÂt replaced during our time there.
Live entertainment at night is hidden in an area where no knows itÂs going on or canÂt enjoy it.
No ATM at hotel and stores not walking distance.
Only one restaurant to choose from but food was pretty good.
The resort still needs to work out some kinks but is going to be beautiful and people will like it once itÂs all complete."
Princesa Garden Island Resort and Spa,"Barangay Bancao-bancao, Caniguiran, Palawan, 5300 Puerto Princesa, Philippines ",Bancao Bancao,Puerto Princesa,Palawan,"2 swimming pools
Fitness center
Room service
4 restaurants
Free parking
Facilities for disabled guests
Bar
Breakfast","10,500.00",68,"Land and Air transfers
Non-smoking rooms",98,Lachlan, Australia,"Liked Â· large pool, staff, room and size were all positive

Disliked Â· breakfast and incomplete building, no facilities such as gym at property"
Princesa Garden Island Resort and Spa,"Barangay Bancao-bancao, Caniguiran, Palawan, 5300 Puerto Princesa, Philippines ",Bancao Bancao,Puerto Princesa,Palawan,"2 swimming pools
Fitness center
Room service
4 restaurants
Free parking
Facilities for disabled guests
Bar
Breakfast","10,500.00",68,"Land and Air transfers
Non-smoking rooms",98,Hsiu, Taiwan,"Liked Â· the swimming pool

Disliked Â· some area is still under construction. and the crew havenÂt been trained well. I have called laundry service but no one showed up, I have asked their personal activity like yoga they never replied me."
Princesa Garden Island Resort and Spa,"Barangay Bancao-bancao, Caniguiran, Palawan, 5300 Puerto Princesa, Philippines ",Bancao Bancao,Puerto Princesa,Palawan,"2 swimming pools
Fitness center
Room service
4 restaurants
Free parking
Facilities for disabled guests
Bar
Breakfast","10,500.00",68,"Land and Air transfers
Non-smoking rooms",98,Christina, Australia,"Liked Â· Staff were lovely, pool was beautiful.

Disliked Â· I didnÂt get the room I originally booked. Construction works were going on but was never stated when we booked. Food on first night wasnÂt good but got better."
Princesa Garden Island Resort and Spa,"Barangay Bancao-bancao, Caniguiran, Palawan, 5300 Puerto Princesa, Philippines ",Bancao Bancao,Puerto Princesa,Palawan,"2 swimming pools
Fitness center
Room service
4 restaurants
Free parking
Facilities for disabled guests
Bar
Breakfast","10,500.00",68,"Land and Air transfers
Non-smoking rooms",98,Mery, Philippines,"Liked Â· View.

Disliked Â· Not enough breakfast"
Princesa Garden Island Resort and Spa,"Barangay Bancao-bancao, Caniguiran, Palawan, 5300 Puerto Princesa, Philippines ",Bancao Bancao,Puerto Princesa,Palawan,"2 swimming pools
Fitness center
Room service
4 restaurants
Free parking
Facilities for disabled guests
Bar
Breakfast","10,500.00",68,"Land and Air transfers
Non-smoking rooms",98,Hamish, Australia,"Liked Â· pool, waterslide, breakfast and the staff

Disliked Â· still very much a soft opening, needs to be better advertised that way. the waits on the restaurant was very long"
Princesa Garden Island Resort and Spa,"Barangay Bancao-bancao, Caniguiran, Palawan, 5300 Puerto Princesa, Philippines ",Bancao Bancao,Puerto Princesa,Palawan,"2 swimming pools
Fitness center
Room service
4 restaurants
Free parking
Facilities for disabled guests
Bar
Breakfast","10,500.00",68,"Land and Air transfers
Non-smoking rooms",98,Elizabeth, Germany,"Liked Â· The friendly hotel staffs that made our stay bearable. They did their job well even and always smiling inspite of stressful times. They all deserve salary raise from the hotel management sitting comfortably in Manila. Location is nice and how we wish the management will do more to preserve the Mangrove forests there and not to put up expensive Water Villas on it. Please get rid of the garbage near the Water Villas. The pool is lovely. Kudos to the guy cleaning on the pool. Love the shower because of the great water pressure.

Disliked Â· Our room smells moldy and one can see molds in the bathroom. Very expensive for a soft-opening! Breakfast is not at all a 5 star hotel level. The hotel staffs cannot do anything about it. They can only prepare what the management will provide for them. Notbmuch space to put/hang clothes. For the late cleaning of rooms, I am not complaining. I only pity these guys who are the only ones cleaning the whole hotel rooms. They deserve all the tips they got from us everyday. No ironing board and other basics. 5 star hotel? Definitely not."
Princesa Garden Island Resort and Spa,"Barangay Bancao-bancao, Caniguiran, Palawan, 5300 Puerto Princesa, Philippines ",Bancao Bancao,Puerto Princesa,Palawan,"2 swimming pools
Fitness center
Room service
4 restaurants
Free parking
Facilities for disabled guests
Bar
Breakfast","10,500.00",68,"Land and Air transfers
Non-smoking rooms",98,Marisa, South Africa,"Liked Â· The bed was very comfortable and the swimming pool was amazing.

Disliked Â· The hotel is a bit tired and things werenÂt working as they should, the aircon sounded like an old tractor and many of the things listed to do, were not available."
Princesa Garden Island Resort and Spa,"Barangay Bancao-bancao, Caniguiran, Palawan, 5300 Puerto Princesa, Philippines ",Bancao Bancao,Puerto Princesa,Palawan,"2 swimming pools
Fitness center
Room service
4 restaurants
Free parking
Facilities for disabled guests
Bar
Breakfast","10,500.00",68,"Land and Air transfers
Non-smoking rooms",98,Salah, Saudi Arabia,"Liked Â· itÂs clean spacious large swimming pool good food

Disliked Â· most of the facility is under construction only available is room restaurant and pool"
Princesa Garden Island Resort and Spa,"Barangay Bancao-bancao, Caniguiran, Palawan, 5300 Puerto Princesa, Philippines ",Bancao Bancao,Puerto Princesa,Palawan,"2 swimming pools
Fitness center
Room service
4 restaurants
Free parking
Facilities for disabled guests
Bar
Breakfast","10,500.00",68,"Land and Air transfers
Non-smoking rooms",98,Brian, United States of America,"Liked Â· Pool was great.

Disliked Â· Room was good, but bed was tough on my back. Room had a poor view of under renovation pond, lots of construction noise throughout the day. Food in restaurant was good, however, timing of food service was poor, for example two of us ordered dinner. Hers was served in :15 minutes, mine was served in :30 minutes. Cooks must be able to time their cooking so that all meals are completed and served at the same time. Cooks did not know how to cook eggs over easy. Most of the amenities did not seem available as it was under renovation. This was not disclosed during booking."
Princesa Garden Island Resort and Spa,"Barangay Bancao-bancao, Caniguiran, Palawan, 5300 Puerto Princesa, Philippines ",Bancao Bancao,Puerto Princesa,Palawan,"2 swimming pools
Fitness center
Room service
4 restaurants
Free parking
Facilities for disabled guests
Bar
Breakfast","10,500.00",68,"Land and Air transfers
Non-smoking rooms",98,Soren, Denmark,"Liked Â· The room was very good and the direct access to the pool was excellent.

Disliked Â· The meaning of ÂSoft openingÂ should have been explained on the website. It turns out that most of the resort was undergoing major renovations with most of the facilities shut down and noise from the construction of a new major wing (5 stories high) all day.
I think that a major discount should have been given for the inconveniences, which by the way will last for all of 2023."
Princesa Garden Island Resort and Spa,"Barangay Bancao-bancao, Caniguiran, Palawan, 5300 Puerto Princesa, Philippines ",Bancao Bancao,Puerto Princesa,Palawan,"2 swimming pools
Fitness center
Room service
4 restaurants
Free parking
Facilities for disabled guests
Bar
Breakfast","10,500.00",68,"Land and Air transfers
Non-smoking rooms",98,RÃ³isÃ­n, United Kingdom,Liked Â· beautiful resort and stunning water villa
Princesa Garden Island Resort and Spa,"Barangay Bancao-bancao, Caniguiran, Palawan, 5300 Puerto Princesa, Philippines ",Bancao Bancao,Puerto Princesa,Palawan,"2 swimming pools
Fitness center
Room service
4 restaurants
Free parking
Facilities for disabled guests
Bar
Breakfast","10,500.00",68,"Land and Air transfers
Non-smoking rooms",98,Leinhel, Canada,Liked Â· Everything was excellent. The staff were very nice and accommodating. We had an amazing stay.
